club_name,player_name,age,position,club_involved_name,fee,transfer_movement,transfer_period,fee_cleaned,league_name,year,season,
Tottenham Hotspur,Ryan Sessegnon,21,Left Midfield,TSG Hoffenheim,"End of loanJun 30, 2021",in,Summer,0,Premier League,2021,2021/2022,United Kingdom
Tottenham Hotspur,Juan Foyth,23,Centre-Back,Villarreal,"End of loanJun 30, 2021",in,Summer,0,Premier League,2021,2021/2022,United Kingdom
Tottenham Hotspur,Juan Foyth,23,Centre-Back,Villarreal,Â£13.50m,out,Summer,13.5,Premier League,2021,2021/2022,United Kingdom
Tottenham Hotspur,Toby Alderweireld,32,Centre-Back,Al-Duhail SC,Â£11.70m,out,Summer,11.7,Premier League,2021,2021/2022,United Kingdom
Tottenham Hotspur,Moussa Sissoko,32,Central Midfield,Watford,Â£3.15m,out,Summer,3.15,Premier League,2021,2021/2022,United Kingdom
Tottenham Hotspur,Joe Hart,34,Goalkeeper,Celtic,Â£1.08m,out,Summer,1.08,Premier League,2021,2021/2022,United Kingdom
Tottenham Hotspur,Danny Rose,31,Left-Back,Watford,free transfer,out,Summer,NA,Premier League,2021,2021/2022,United Kingdom
Tottenham Hotspur,Paulo Gazzaniga,29,Goalkeeper,Fulham,free transfer,out,Summer,NA,Premier League,2021,2021/2022,United Kingdom
Tottenham Hotspur,Erik Lamela,29,Right Winger,Sevilla FC,free transfer,out,Summer,NA,Premier League,2021,2021/2022,United Kingdom
Tottenham Hotspur,Pape Sarr,18,Defensive Midfield,FC Metz,loan transfer,out,Summer,NA,Premier League,2021,2021/2022,United Kingdom
Tottenham Hotspur,Alfie Whiteman,22,Goalkeeper,Degerfors,loan transfer,out,Summer,NA,Premier League,2021,2021/2022,United Kingdom
Tottenham Hotspur,Serge Aurier,28,Right-Back,Without Club,-,out,Summer,0,Premier League,2021,2021/2022,United Kingdom
Tottenham Hotspur,Cameron Carter-Vickers,23,Centre-Back,Celtic,loan transfer,out,Summer,NA,Premier League,2021,2021/2022,United Kingdom
Tottenham Hotspur,Carlos VinÃ­cius,26,Centre-Forward,Benfica,"End of loanJun 30, 2021",out,Summer,0,Premier League,2021,2021/2022,United Kingdom
Tottenham Hotspur,Gareth Bale,32,Right Winger,Real Madrid,"End of loanJun 30, 2021",out,Summer,0,Premier League,2021,2021/2022,United Kingdom
Watford FC,ImrÃ¢n Louza,22,Central Midfield,FC Nantes,Â£9.00m,in,Summer,9,Premier League,2021,2021/2022,United Kingdom
Watford FC,Emmanuel Dennis,23,Centre-Forward,Club Brugge,Â£3.60m,in,Summer,3.6,Premier League,2021,2021/2022,United Kingdom
Watford FC,Moussa Sissoko,32,Central Midfield,Spurs,Â£3.15m,in,Summer,3.15,Premier League,2021,2021/2022,United Kingdom
Watford FC,Ozan Tufan,26,Central Midfield,Fenerbahce,Loan fee:Â£900Th.,in,Summer,0.9,Premier League,2021,2021/2022,United Kingdom
Watford FC,Mattie Pollock,19,Centre-Back,Grimsby Town,Â£270Th.,in,Summer,0.27,Premier League,2021,2021/2022,United Kingdom
Watford FC,Danny Rose,31,Left-Back,Spurs,free transfer,in,Summer,NA,Premier League,2021,2021/2022,United Kingdom
Watford FC,Joshua King,29,Second Striker,Everton,free transfer,in,Summer,NA,Premier League,2021,2021/2022,United Kingdom
Watford FC,Ashley Fletcher,25,Centre-Forward,Middlesbrough,free transfer,in,Summer,NA,Premier League,2021,2021/2022,United Kingdom
Watford FC,Kwadwo Baah,18,Left Winger,Rochdale,?,in,Summer,NA,Premier League,2021,2021/2022,United Kingdom
Watford FC,Juraj Kucka,34,Central Midfield,Parma,loan transfer,in,Summer,NA,Premier League,2021,2021/2022,United Kingdom
Watford FC,Peter Etebo,25,Central Midfield,Stoke City,loan transfer,in,Summer,NA,Premier League,2021,2021/2022,United Kingdom
Watford FC,Cucho HernÃ¡ndez,22,Centre-Forward,Getafe,"End of loanJun 30, 2021",in,Summer,0,Premier League,2021,2021/2022,United Kingdom
Watford FC,Domingos Quina,21,Central Midfield,Fulham,"End of loanMay 31, 2022",in,Summer,0,Premier League,2021,2021/2022,United Kingdom
Watford FC,Jorge Segura,24,Centre-Back,Atl. Nacional,"End of loanJun 30, 2021",in,Summer,0,Premier League,2021,2021/2022,United Kingdom
Watford FC,Andre Gray,30,Centre-Forward,QPR,"End of loanMay 31, 2022",in,Summer,0,Premier League,2021,2021/2022,United Kingdom
Watford FC,Adalberto PeÃ±aranda,24,Centre-Forward,CSKA-Sofia,"End of loanMay 31, 2021",in,Summer,0,Premier League,2021,2021/2022,United Kingdom
Watford FC,Jerome Sinclair,24,Centre-Forward,CSKA-Sofia,"End of loanMay 31, 2021",in,Summer,0,Premier League,2021,2021/2022,United Kingdom
Watford FC,Domingos Quina,21,Central Midfield,Granada CF,"End of loanJun 30, 2021",in,Summer,0,Premier League,2021,2021/2022,United Kingdom
Watford FC,Mattie Pollock,19,Centre-Back,Cheltenham,"End of loanMay 31, 2022",in,Summer,0,Premier League,2021,2021/2022,United Kingdom
Watford FC,Tom Dele-Bashiru,21,Central Midfield,Reading,"End of loanMay 31, 2022",in,Summer,0,Premier League,2021,2021/2022,United Kingdom
Watford FC,Kwasi Sibo,23,Central Midfield,UD Ibiza,"End of loanJun 30, 2021",in,Summer,0,Premier League,2021,2021/2022,United Kingdom
Watford FC,Pontus Dahlberg,22,Goalkeeper,Doncaster,"End of loanMay 31, 2022",in,Summer,0,Premier League,2021,2021/2022,United Kingdom
Watford FC,Philip Zinckernagel,26,Right Winger,Nottm Forest,"End of loanMay 31, 2022",in,Summer,0,Premier League,2021,2021/2022,United Kingdom
Watford FC,Will Hughes,26,Central Midfield,Crystal Palace,Â£6.30m,out,Summer,6.3,Premier League,2021,2021/2022,United Kingdom
Watford FC,Nathaniel Chalobah,26,Defensive Midfield,Fulham,Â£3.15m,out,Summer,3.15,Premier League,2021,2021/2022,United Kingdom
Watford FC,Craig Dawson,31,Centre-Back,West Ham,Â£2.07m,out,Summer,2.07,Premier League,2021,2021/2022,United Kingdom
Watford FC,Ben Wilmot,21,Centre-Back,Stoke City,Â£1.58m,out,Summer,1.58,Premier League,2021,2021/2022,United Kingdom
Watford FC,Filip Stuparevic,21,Centre-Forward,Metalac,free transfer,out,Summer,NA,Premier League,2021,2021/2022,United Kingdom
Watford FC,Stipe Perica,26,Centre-Forward,M. Tel Aviv,free transfer,out,Summer,NA,Premier League,2021,2021/2022,United Kingdom
Watford FC,Achraf Lazaar,29,Left-Back,Portimonense,free transfer,out,Summer,NA,Premier League,2021,2021/2022,United Kingdom
Watford FC,Troy Deeney,33,Centre-Forward,Birmingham,free transfer,out,Summer,NA,Premier League,2021,2021/2022,United Kingdom
Watford FC,Kwasi Sibo,23,Central Midfield,Betis B,free transfer,out,Summer,NA,Premier League,2021,2021/2022,United Kingdom
Watford FC,Isaac Success,25,Centre-Forward,Udinese Calcio,?,out,Summer,NA,Premier League,2021,2021/2022,United Kingdom
Watford FC,Pontus Dahlberg,22,Goalkeeper,Doncaster,loan transfer,out,Summer,NA,Premier League,2021,2021/2022,United Kingdom
Watford FC,Mattie Pollock,19,Centre-Back,Cheltenham,loan transfer,out,Summer,NA,Premier League,2021,2021/2022,United Kingdom
Watford FC,Andre Gray,30,Centre-Forward,QPR,loan transfer,out,Summer,NA,Premier League,2021,2021/2022,United Kingdom
Watford FC,Tom Dele-Bashiru,21,Central Midfield,Reading,loan transfer,out,Summer,NA,Premier League,2021,2021/2022,United Kingdom
Watford FC,Domingos Quina,21,Central Midfield,Fulham,loan transfer,out,Summer,NA,Premier League,2021,2021/2022,United Kingdom
Watford FC,Philip Zinckernagel,26,Right Winger,Nottm Forest,loan transfer,out,Summer,NA,Premier League,2021,2021/2022,United Kingdom
Watford FC,Adalberto PeÃ±aranda,24,Centre-Forward,UD Las Palmas,loan transfer,out,Summer,NA,Premier League,2021,2021/2022,United Kingdom
Watford FC,Jorge Segura,24,Centre-Back,CD AmÃ©rica,loan transfer,out,Summer,NA,Premier League,2021,2021/2022,United Kingdom
Watford FC,Jerome Sinclair,24,Centre-Forward,Without Club,-,out,Summer,0,Premier League,2021,2021/2022,United Kingdom
Watford FC,Carlos SÃ¡nchez,35,Defensive Midfield,Without Club,-,out,Summer,0,Premier League,2021,2021/2022,United Kingdom
Watford FC,Peter Etebo,25,Central Midfield,Stoke City,"End of loanMay 31, 2022",out,Summer,0,Premier League,2021,2021/2022,United Kingdom
West Ham United,Kurt Zouma,26,Centre-Back,Chelsea,Â£31.50m,in,Summer,31.5,Premier League,2021,2021/2022,United Kingdom
West Ham United,Nikola Vlasic,23,Attacking Midfield,CSKA Moscow,Â£27.00m,in,Summer,27,Premier League,2021,2021/2022,United Kingdom
West Ham United,Alex Kral,23,Defensive Midfield,Spartak Moscow,Loan fee:Â£4.68m,in,Summer,4.68,Premier League,2021,2021/2022,United Kingdom
West Ham United,Craig Dawson,31,Centre-Back,Watford,Â£2.07m,in,Summer,2.07,Premier League,2021,2021/2022,United Kingdom
West Ham United,Alphonse Areola,28,Goalkeeper,Paris SG,Loan fee:Â£1.80m,in,Summer,1.8,Premier League,2021,2021/2022,United Kingdom
West Ham United,Conor Coventry,21,Defensive Midfield,West Ham U23,-,in,Summer,0,Premier League,2021,2021/2022,United Kingdom
West Ham United,Xande Silva,24,Right Winger,Aris Saloniki,"End of loanJun 30, 2021",in,Summer,0,Premier League,2021,2021/2022,United Kingdom
West Ham United,Felipe Anderson,28,Left Winger,FC Porto,"End of loanJun 30, 2021",in,Summer,0,Premier League,2021,2021/2022,United Kingdom
West Ham United,Frederik Alves,21,Centre-Back,Sunderland,"End of loanMay 31, 2022",in,Summer,0,Premier League,2021,2021/2022,United Kingdom
West Ham United,Conor Coventry,21,Defensive Midfield,Peterborough,"End of loanMay 31, 2022",in,Summer,0,Premier League,2021,2021/2022,United Kingdom
West Ham United,Felipe Anderson,28,Left Winger,Lazio,Â£2.70m,out,Summer,2.7,Premier League,2021,2021/2022,United Kingdom
West Ham United,FabiÃ¡n Balbuena,30,Centre-Back,Dynamo Moscow,free transfer,out,Summer,NA,Premier League,2021,2021/2022,United Kingdom
West Ham United,Xande Silva,24,Right Winger,Nottm Forest,?,out,Summer,NA,Premier League,2021,2021/2022,United Kingdom
West Ham United,Frederik Alves,21,Centre-Back,Sunderland,loan transfer,out,Summer,NA,Premier League,2021,2021/2022,United Kingdom
West Ham United,Conor Coventry,21,Defensive Midfield,Peterborough,loan transfer,out,Summer,NA,Premier League,2021,2021/2022,United Kingdom
Wolverhampton Wanderers,Rayan AÃ¯t Nouri,20,Left-Back,SCO Angers,Â£9.99m,in,Summer,9.99,Premier League,2021,2021/2022,United Kingdom
Wolverhampton Wanderers,JosÃ© SÃ¡,28,Goalkeeper,Olympiacos,Â£7.20m,in,Summer,7.2,Premier League,2021,2021/2022,United Kingdom
Wolverhampton Wanderers,Yerson Mosquera,20,Centre-Back,Atl. Nacional,Â£4.68m,in,Summer,4.68,Premier League,2021,2021/2022,United Kingdom
Wolverhampton Wanderers,BendegÃºz Bolla,21,Right-Back,FehÃ©rvÃ¡r,Â£1.80m,in,Summer,1.8,Premier League,2021,2021/2022,United Kingdom
Wolverhampton Wanderers,Francisco TrincÃ£o,21,Right Winger,Barcelona,loan transfer,in,Summer,NA,Premier League,2021,2021/2022,United Kingdom
Wolverhampton Wanderers,Hee-chan Hwang,25,Centre-Forward,RB Leipzig,loan transfer,in,Summer,NA,Premier League,2021,2021/2022,United Kingdom
Wolverhampton Wanderers,Connor Ronan,23,Central Midfield,St. Mirren,"End of loanMay 31, 2022",in,Summer,0,Premier League,2021,2021/2022,United Kingdom
Wolverhampton Wanderers,Rafa Mir,24,Centre-Forward,SD Huesca,"End of loanJun 30, 2021",in,Summer,0,Premier League,2021,2021/2022,United Kingdom
Wolverhampton Wanderers,Matija Sarkic,24,Goalkeeper,Birmingham,"End of loanMay 31, 2022",in,Summer,0,Premier League,2021,2021/2022,United Kingdom
Wolverhampton Wanderers,Morgan Gibbs-White,21,Central Midfield,Sheff Utd,"End of loanMay 31, 2022",in,Summer,0,Premier League,2021,2021/2022,United Kingdom
Wolverhampton Wanderers,Patrick Cutrone,23,Centre-Forward,Valencia,"End of loanJun 30, 2021",in,Summer,0,Premier League,2021,2021/2022,United Kingdom
Wolverhampton Wanderers,Oskar Buur,23,Right-Back,Grasshoppers,"End of loanJun 30, 2021",in,Summer,0,Premier League,2021,2021/2022,United Kingdom
Wolverhampton Wanderers,RÃºben Vinagre,22,Left-Back,FamalicÃ£o,"End of loanJun 30, 2021",in,Summer,0,Premier League,2021,2021/2022,United Kingdom
Wolverhampton Wanderers,Leonardo Campana,21,Centre-Forward,FamalicÃ£o,"End of loanJun 30, 2021",in,Summer,0,Premier League,2021,2021/2022,United Kingdom
Wolverhampton Wanderers,Bruno JordÃ£o,22,Central Midfield,FamalicÃ£o,"End of loanJun 30, 2021",in,Summer,0,Premier League,2021,2021/2022,United Kingdom
Wolverhampton Wanderers,Connor Ronan,23,Central Midfield,Grasshoppers,"End of loanJun 30, 2021",in,Summer,0,Premier League,2021,2021/2022,United Kingdom
Wolverhampton Wanderers,Rafa Mir,24,Centre-Forward,Sevilla FC,Â£14.40m,out,Summer,14.4,Premier League,2021,2021/2022,United Kingdom
Wolverhampton Wanderers,Rui PatrÃ­cio,33,Goalkeeper,AS Roma,Â£10.35m,out,Summer,10.35,Premier League,2021,2021/2022,United Kingdom
Wolverhampton Wanderers,Owen Otasowie,20,Defensive Midfield,Club Brugge,Â£3.60m,out,Summer,3.6,Premier League,2021,2021/2022,United Kingdom
Wolverhampton Wanderers,Leonardo Campana,21,Centre-Forward,Grasshoppers,loan transfer,out,Summer,NA,Premier League,2021,2021/2022,United Kingdom
Wolverhampton Wanderers,Connor Ronan,23,Central Midfield,St. Mirren,loan transfer,out,Summer,NA,Premier League,2021,2021/2022,United Kingdom
Wolverhampton Wanderers,Matija Sarkic,24,Goalkeeper,Birmingham,loan transfer,out,Summer,NA,Premier League,2021,2021/2022,United Kingdom
Wolverhampton Wanderers,RÃºben Vinagre,22,Left-Back,Sporting CP,loan transfer,out,Summer,NA,Premier League,2021,2021/2022,United Kingdom
Wolverhampton Wanderers,Renat Dadashov,22,Centre-Forward,Tondela,loan transfer,out,Summer,NA,Premier League,2021,2021/2022,United Kingdom
Wolverhampton Wanderers,Patrick Cutrone,23,Centre-Forward,FC Empoli,loan transfer,out,Summer,NA,Premier League,2021,2021/2022,United Kingdom
Wolverhampton Wanderers,Morgan Gibbs-White,21,Central Midfield,Sheff Utd,loan transfer,out,Summer,NA,Premier League,2021,2021/2022,United Kingdom
Wolverhampton Wanderers,Willian JosÃ©,29,Centre-Forward,Real Sociedad,"End of loanJun 30, 2021",out,Summer,0,Premier League,2021,2021/2022,United Kingdom
Wolverhampton Wanderers,Rayan AÃ¯t Nouri,20,Left-Back,SCO Angers,"End of loanJun 30, 2021",out,Summer,0,Premier League,2021,2021/2022,United Kingdom
Wolverhampton Wanderers,Vitinha,21,Central Midfield,FC Porto,"End of loanJun 30, 2021",out,Summer,0,Premier League,2021,2021/2022,United Kingdom
Wolverhampton Wanderers,BendegÃºz Bolla,21,Right-Back,Grasshoppers,loan transfer,out,Summer,NA,Premier League,2021,2021/2022,United Kingdom
Brentford FC,Patrik Gunnarsson,20,Goalkeeper,Viking FK,"End of loanDec 31, 2021",in,Winter,0,Premier League,2021,2021/2022,United Kingdom
Brighton & Hove Albion,Billy Arce,23,Left Winger,LDU Quito,"End of loanDec 31, 2021",in,Winter,0,Premier League,2021,2021/2022,United Kingdom
Leicester City,Sam Hughes,24,Centre-Back,Burton Albion,"End of loanJan 1, 2022",in,Winter,0,Premier League,2021,2021/2022,United Kingdom
Manchester City,Kayky,18,Right Winger,Fluminense,Â£9.00m,in,Winter,9,Premier League,2021,2021/2022,United Kingdom
Newcastle United,Jake Turner,22,Goalkeeper,Colchester Utd.,"End of loanJan 1, 2022",in,Winter,0,Premier League,2021,2021/2022,United Kingdom
Tottenham Hotspur,Alfie Whiteman,22,Goalkeeper,Degerfors,"End of loanDec 31, 2021",in,Winter,0,Premier League,2021,2021/2022,United Kingdom
LOSC Lille,Amadou Onana,20,Defensive Midfield,Hamburger SV,Â£6.30m,in,Summer,6.3,Ligue 1,2021,2021/2022,France
LOSC Lille,Gabriel Gudmundsson,22,Left-Back,FC Groningen,Â£5.40m,in,Summer,5.4,Ligue 1,2021,2021/2022,France
LOSC Lille,Ivo Grbic,25,Goalkeeper,AtlÃ©tico Madrid,loan transfer,in,Summer,NA,Ligue 1,2021,2021/2022,France
LOSC Lille,LÃ©o Jardim,26,Goalkeeper,Boavista,"End of loanJun 30, 2021",in,Summer,0,Ligue 1,2021,2021/2022,France
LOSC Lille,Adama Soumaoro,29,Centre-Back,Bologna,"End of loanJun 30, 2021",in,Summer,0,Ligue 1,2021,2021/2022,France
LOSC Lille,Cheikh Niasse,21,Defensive Midfield,Panathinaikos,"End of loanJun 30, 2021",in,Summer,0,Ligue 1,2021,2021/2022,France
LOSC Lille,Kouadio-Yves Dabila,24,Centre-Back,Mouscron,"End of loanJun 30, 2021",in,Summer,0,Ligue 1,2021,2021/2022,France
LOSC Lille,Adam Jakubech,24,Goalkeeper,KV Kortrijk,"End of loanJun 30, 2021",in,Summer,0,Ligue 1,2021,2021/2022,France
LOSC Lille,Angel Gomes,21,Attacking Midfield,Boavista,"End of loanJun 30, 2021",in,Summer,0,Ligue 1,2021,2021/2022,France
LOSC Lille,HervÃ© Koffi,24,Goalkeeper,Mouscron,"End of loanJun 30, 2021",in,Summer,0,Ligue 1,2021,2021/2022,France
LOSC Lille,Jean Onana,21,Defensive Midfield,Mouscron,"End of loanJun 30, 2021",in,Summer,0,Ligue 1,2021,2021/2022,France
LOSC Lille,Rominigue KouamÃ©,24,Central Midfield,Troyes,"End of loanJun 30, 2021",in,Summer,0,Ligue 1,2021,2021/2022,France
LOSC Lille,Scotty Sadzoute,23,Left-Back,Pau FC,"End of loanJun 30, 2021",in,Summer,0,Ligue 1,2021,2021/2022,France
LOSC Lille,Boubakary SoumarÃ©,22,Defensive Midfield,Leicester,Â£18.00m,out,Summer,18,Ligue 1,2021,2021/2022,France
LOSC Lille,Mike Maignan,26,Goalkeeper,AC Milan,Â£11.70m,out,Summer,11.7,Ligue 1,2021,2021/2022,France
LOSC Lille,Luiz AraÃºjo,25,Right Winger,Atlanta United,Â£9.82m,out,Summer,9.82,Ligue 1,2021,2021/2022,France
LOSC Lille,Rominigue KouamÃ©,24,Central Midfield,Troyes,Â£2.25m,out,Summer,2.25,Ligue 1,2021,2021/2022,France
LOSC Lille,Adama Soumaoro,29,Centre-Back,Bologna,Â£2.25m,out,Summer,2.25,Ligue 1,2021,2021/2022,France
LOSC Lille,Jean Onana,21,Defensive Midfield,G. Bordeaux,Â£1.80m,out,Summer,1.8,Ligue 1,2021,2021/2022,France
LOSC Lille,HervÃ© Koffi,24,Goalkeeper,RSC Charleroi,Â£450Th.,out,Summer,0.45,Ligue 1,2021,2021/2022,France
LOSC Lille,Scotty Sadzoute,23,Left-Back,OH Leuven,?,out,Summer,NA,Ligue 1,2021,2021/2022,France
LOSC Lille,Lucas Chevalier,19,Goalkeeper,Valenciennes FC,loan transfer,out,Summer,NA,Ligue 1,2021,2021/2022,France
LOSC Lille,Kouadio-Yves Dabila,24,Centre-Back,LOSC Lille B,-,out,Summer,0,Ligue 1,2021,2021/2022,France
Paris Saint-Germain,Achraf Hakimi,22,Right-Back,Inter,Â£54.00m,in,Summer,54,Ligue 1,2021,2021/2022,France
Paris Saint-Germain,Danilo Pereira,29,Defensive Midfield,FC Porto,Â£14.40m,in,Summer,14.4,Ligue 1,2021,2021/2022,France
Paris Saint-Germain,Nuno Mendes,19,Left-Back,Sporting CP,Loan fee:Â£6.30m,in,Summer,6.3,Ligue 1,2021,2021/2022,France
Paris Saint-Germain,Gianluigi Donnarumma,22,Goalkeeper,AC Milan,free transfer,in,Summer,NA,Ligue 1,2021,2021/2022,France
Paris Saint-Germain,Lionel Messi,34,Right Winger,Barcelona,free transfer,in,Summer,NA,Ligue 1,2021,2021/2022,France
Paris Saint-Germain,Georginio Wijnaldum,30,Central Midfield,Liverpool,free transfer,in,Summer,NA,Ligue 1,2021,2021/2022,France
Paris Saint-Germain,Sergio Ramos,35,Centre-Back,Real Madrid,free transfer,in,Summer,NA,Ligue 1,2021,2021/2022,France
Paris Saint-Germain,Nathan Bitumazala,18,Defensive Midfield,Paris SG U19,-,in,Summer,0,Ligue 1,2021,2021/2022,France
Paris Saint-Germain,Teddy Alloh,19,Left-Back,Paris SG U19,-,in,Summer,0,Ligue 1,2021,2021/2022,France
Paris Saint-Germain,IsmaÃ«l Gharbi,17,Attacking Midfield,Paris SG U19,-,in,Summer,0,Ligue 1,2021,2021/2022,France
Paris Saint-Germain,Anfane Ahamada,19,Defensive Midfield,Paris SG U19,-,in,Summer,0,Ligue 1,2021,2021/2022,France
Paris Saint-Germain,Thierno BaldÃ©,19,Right-Back,Paris SG U19,-,in,Summer,0,Ligue 1,2021,2021/2022,France
Paris Saint-Germain,Denis Franchi,18,Goalkeeper,Paris SG U19,-,in,Summer,0,Ligue 1,2021,2021/2022,France
Paris Saint-Germain,Kenny Nagera,19,Centre-Forward,Paris SG U19,-,in,Summer,0,Ligue 1,2021,2021/2022,France
Paris Saint-Germain,Bandiougou Fadiga,20,Attacking Midfield,Stade Brest 29,"End of loanJun 30, 2021",in,Summer,0,Ligue 1,2021,2021/2022,France
Paris Saint-Germain,Marcin Bulka,21,Goalkeeper,LB ChÃ¢teauroux,"End of loanJun 30, 2021",in,Summer,0,Ligue 1,2021,2021/2022,France
Paris Saint-Germain,Arnaud Kalimuendo,19,Centre-Forward,Lens,"End of loanJun 30, 2021",in,Summer,0,Ligue 1,2021,2021/2022,France
Paris Saint-Germain,Garissone Innocent,21,Goalkeeper,SM Caen,"End of loanJun 30, 2021",in,Summer,0,Ligue 1,2021,2021/2022,France
Paris Saint-Germain,Alphonse Areola,28,Goalkeeper,Fulham,"End of loanJun 30, 2021",in,Summer,0,Ligue 1,2021,2021/2022,France
Paris Saint-Germain,Junior Dina Ebimbe,20,Central Midfield,Dijon,"End of loanJun 30, 2021",in,Summer,0,Ligue 1,2021,2021/2022,France
Paris Saint-Germain,Mitchel Bakker,21,Left-Back,Bay. Leverkusen,Â£6.30m,out,Summer,6.3,Ligue 1,2021,2021/2022,France
Paris Saint-Germain,Alphonse Areola,28,Goalkeeper,West Ham,Loan fee:Â£1.80m,out,Summer,1.8,Ligue 1,2021,2021/2022,France
Paris Saint-Germain,Kays Ruiz-Atil,19,Central Midfield,Barcelona B,free transfer,out,Summer,NA,Ligue 1,2021,2021/2022,France
Paris Saint-Germain,Thierno BaldÃ©,19,Right-Back,AC Le Havre,loan transfer,out,Summer,NA,Ligue 1,2021,2021/2022,France
Paris Saint-Germain,TimothÃ©e PembÃ©lÃ©,18,Centre-Back,G. Bordeaux,loan transfer,out,Summer,NA,Ligue 1,2021,2021/2022,France
Paris Saint-Germain,Garissone Innocent,21,Goalkeeper,Vannes,loan transfer,out,Summer,NA,Ligue 1,2021,2021/2022,France
Paris Saint-Germain,Kenny Nagera,19,Centre-Forward,SC Bastia,loan transfer,out,Summer,NA,Ligue 1,2021,2021/2022,France
Paris Saint-Germain,Marcin Bulka,21,Goalkeeper,OGC Nice,loan transfer,out,Summer,NA,Ligue 1,2021,2021/2022,France
Paris Saint-Germain,Arnaud Kalimuendo,19,Centre-Forward,Lens,loan transfer,out,Summer,NA,Ligue 1,2021,2021/2022,France
Paris Saint-Germain,Pablo Sarabia,29,Right Winger,Sporting CP,loan transfer,out,Summer,NA,Ligue 1,2021,2021/2022,France
Paris Saint-Germain,Danilo Pereira,29,Defensive Midfield,FC Porto,"End of loanJun 30, 2021",out,Summer,0,Ligue 1,2021,2021/2022,France
Paris Saint-Germain,Moise Kean,21,Centre-Forward,Everton,"End of loanJun 30, 2021",out,Summer,0,Ligue 1,2021,2021/2022,France
Paris Saint-Germain,Alessandro Florenzi,30,Right-Back,AS Roma,"End of loanJun 30, 2021",out,Summer,0,Ligue 1,2021,2021/2022,France
AS Monaco,Myron Boadu,20,Centre-Forward,AZ Alkmaar,Â£15.30m,in,Summer,15.3,Ligue 1,2021,2021/2022,France
AS Monaco,Jean Lucas,23,Central Midfield,Olympique Lyon,Â£9.90m,in,Summer,9.9,Ligue 1,2021,2021/2022,France
AS Monaco,Ismail Jakobs,22,Left Midfield,1. FC KÃ¶ln,Â£5.85m,in,Summer,5.85,Ligue 1,2021,2021/2022,France
AS Monaco,Alexander NÃ¼bel,24,Goalkeeper,FC Bayern,loan transfer,in,Summer,NA,Ligue 1,2021,2021/2022,France
AS Monaco,Valentin Decarpentrie,19,Left Winger,Monaco B,-,in,Summer,0,Ligue 1,2021,2021/2022,France
AS Monaco,Benjamin Henrichs,24,Right-Back,RB Leipzig,"End of loanJun 30, 2021",in,Summer,0,Ligue 1,2021,2021/2022,France
AS Monaco,Anthony Musaba,20,Right Winger,Cercle Brugge,"End of loanJun 30, 2021",in,Summer,0,Ligue 1,2021,2021/2022,France
AS Monaco,Wilson Isidor,21,Centre-Forward,Bastia-Borgo,"End of loanJun 30, 2021",in,Summer,0,Ligue 1,2021,2021/2022,France
AS Monaco,Adrien Bongiovanni,21,Attacking Midfield,FC Den Bosch,"End of loanJun 30, 2021",in,Summer,0,Ligue 1,2021,2021/2022,France
AS Monaco,Jean Marcelin,21,Centre-Back,Cercle Brugge,"End of loanJun 30, 2021",in,Summer,0,Ligue 1,2021,2021/2022,France
AS Monaco,LoÃ¯c Badiashile,23,Goalkeeper,Las Rozas CF,"End of loanJun 30, 2021",in,Summer,0,Ligue 1,2021,2021/2022,France
AS Monaco,Gil Dias,24,Left-Back,FamalicÃ£o,"End of loanJun 30, 2021",in,Summer,0,Ligue 1,2021,2021/2022,France
AS Monaco,PelÃ©,29,Defensive Midfield,Rio Ave FC,"End of loanJun 30, 2021",in,Summer,0,Ligue 1,2021,2021/2022,France
AS Monaco,Keita BaldÃ©,26,Centre-Forward,Sampdoria,"End of loanJun 30, 2021",in,Summer,0,Ligue 1,2021,2021/2022,France
AS Monaco,Jean-Eudes Aholou,27,Defensive Midfield,R. Strasbourg,"End of loanJun 30, 2021",in,Summer,0,Ligue 1,2021,2021/2022,France
AS Monaco,Jorge,25,Left-Back,FC Basel,"End of loanJun 30, 2021",in,Summer,0,Ligue 1,2021,2021/2022,France
AS Monaco,Antonio Barreca,26,Left-Back,Fiorentina,"End of loanJun 30, 2021",in,Summer,0,Ligue 1,2021,2021/2022,France
AS Monaco,Giulian Biancone,21,Right-Back,Cercle Brugge,"End of loanJun 30, 2021",in,Summer,0,Ligue 1,2021,2021/2022,France
AS Monaco,Arthur Zagre,19,Left-Back,Dijon,"End of loanJun 30, 2021",in,Summer,0,Ligue 1,2021,2021/2022,France
AS Monaco,Strahinja Pavlovic,20,Centre-Back,Cercle Brugge,"End of loanJun 30, 2021",in,Summer,0,Ligue 1,2021,2021/2022,France
AS Monaco,Henry Onyekuru,24,Left Winger,Galatasaray,"End of loanJun 30, 2021",in,Summer,0,Ligue 1,2021,2021/2022,France
AS Monaco,Benjamin Henrichs,24,Right-Back,RB Leipzig,Â£13.50m,out,Summer,13.5,Ligue 1,2021,2021/2022,France
AS Monaco,FodÃ© Ballo-TourÃ©,24,Left-Back,AC Milan,Â£4.50m,out,Summer,4.5,Ligue 1,2021,2021/2022,France
AS Monaco,Henry Onyekuru,24,Left Winger,Olympiacos,Â£4.05m,out,Summer,4.05,Ligue 1,2021,2021/2022,France
AS Monaco,Giulian Biancone,21,Right-Back,Troyes,Â£2.25m,out,Summer,2.25,Ligue 1,2021,2021/2022,France
