club_name,player_name,age,position,club_involved_name,fee,fee_cleaned,league_name,year,season,Country
Clermont Foot 63,Jean-Claude Billong,27,Centre-Back,Benevento,?,0,Ligue 1,2021,2021/2022,France
Clermont Foot 63,Salis Abdul Samed,21,Defensive Midfield,JMG Abidjan,?,0,Ligue 1,2021,2021/2022,France
Clermont Foot 63,Arial Mendy,26,Left-Back,Servette FC,?,0,Ligue 1,2021,2021/2022,France
Clermont Foot 63,Pierre-Yves Hamel,27,Centre-Forward,FC Lorient,loan transfer,0,Ligue 1,2021,2021/2022,France
Clermont Foot 63,Julien Boyer,23,Left-Back,Bourg-en-Bresse,"End of loanJun 30, 2021",0,Ligue 1,2021,2021/2022,France
Clermont Foot 63,Muhammed-Cham Saracevic,20,Right Midfield,Vendsyssel FF,"End of loanJun 30, 2021",0,Ligue 1,2021,2021/2022,France
Clermont Foot 63,Na√´l Jaby,20,Attacking Midfield,A. Lustenau,"End of loanJun 30, 2021",0,Ligue 1,2021,2021/2022,France
Clermont Foot 63,Till Cissokho,21,Centre-Back,A. Lustenau,"End of loanJun 30, 2021",0,Ligue 1,2021,2021/2022,France
Clermont Foot 63,Blankson Anoff,20,Attacking Midfield,A. Lustenau,"End of loanJun 30, 2021",0,Ligue 1,2021,2021/2022,France
Clermont Foot 63,Brandon Baiye,20,Defensive Midfield,A. Lustenau,"End of loanJun 30, 2021",0,Ligue 1,2021,2021/2022,France
Clermont Foot 63,Bryan Silva Teixeira,21,Right Winger,US Orl√©ans,"End of loanJun 30, 2021",0,Ligue 1,2021,2021/2022,France
Olympique Lyon,Camilo,22,Central Midfield,Cuiab√°-MT,"End of loanDec 31, 2021",0,Ligue 1,2021,2021/2022,France
OGC Nice,Danilo Barbosa,25,Defensive Midfield,Palmeiras,"End of loanDec 31, 2021",0,Ligue 1,2021,2021/2022,France
Bayern Munich,Dayot Upamecano,22,Centre-Back,RB Leipzig,£38.25m,38.25,1 Bundesliga,2021,2021/2022,Germany
Bayern Munich,Marcel Sabitzer,27,Central Midfield,RB Leipzig,£13.50m,13.5,1 Bundesliga,2021,2021/2022,Germany
Bayern Munich,Omar Richards,23,Left-Back,Reading,free transfer,0,1 Bundesliga,2021,2021/2022,Germany
Bayern Munich,Sven Ulreich,33,Goalkeeper,Hamburger SV,free transfer,0,1 Bundesliga,2021,2021/2022,Germany
Bayern Munich,Josip Stanisic,21,Right-Back,FC Bayern II,-,0,1 Bundesliga,2021,2021/2022,Germany
Bayern Munich,Joshua Zirkzee,20,Centre-Forward,Parma,"End of loanJun 30, 2021",0,1 Bundesliga,2021,2021/2022,Germany
Bayern Munich,Chris Richards,21,Centre-Back,TSG Hoffenheim,"End of loanJun 30, 2021",0,1 Bundesliga,2021,2021/2022,Germany
Bayern Munich,Adrian Fein,22,Defensive Midfield,PSV Eindhoven,"End of loanJun 30, 2021",0,1 Bundesliga,2021,2021/2022,Germany
Bayern Munich,Micha√´l Cuisance,22,Central Midfield,Marseille,"End of loanJun 30, 2021",0,1 Bundesliga,2021,2021/2022,Germany
Bayern Munich,Christian Fr√ºchtl,21,Goalkeeper,1.FC Nuremberg,"End of loanJun 30, 2021",0,1 Bundesliga,2021,2021/2022,Germany
Bayern Munich,Lars Lukas Mai,21,Centre-Back,SV Darmstadt 98,"End of loanJun 30, 2021",0,1 Bundesliga,2021,2021/2022,Germany
RB Leipzig,Andr√© Silva,25,Centre-Forward,E. Frankfurt,£20.70m,20.7,1 Bundesliga,2021,2021/2022,Germany
RB Leipzig,Josko Gvardiol,19,Centre-Back,Dinamo Zagreb,£16.92m,16.92,1 Bundesliga,2021,2021/2022,Germany
RB Leipzig,Angeli√±o,24,Left-Back,Man City,£16.20m,16.2,1 Bundesliga,2021,2021/2022,Germany
RB Leipzig,Ilaix Moriba,18,Central Midfield,Barcelona B,£14.40m,14.4,1 Bundesliga,2021,2021/2022,Germany
RB Leipzig,Benjamin Henrichs,24,Right-Back,Monaco,£13.50m,13.5,1 Bundesliga,2021,2021/2022,Germany
RB Leipzig,Mohamed Simakan,21,Centre-Back,R. Strasbourg,£13.50m,13.5,1 Bundesliga,2021,2021/2022,Germany
RB Leipzig,Caden Clark,18,Attacking Midfield,Red Bulls,£1.64m,1.64,1 Bundesliga,2021,2021/2022,Germany
RB Leipzig,Brian Brobbey,19,Centre-Forward,Ajax U21,free transfer,0,1 Bundesliga,2021,2021/2022,Germany
RB Leipzig,Joscha Wosz,19,Attacking Midfield,RB Leipzig U19,-,0,1 Bundesliga,2021,2021/2022,Germany
RB Leipzig,Ben Klefisch,18,Central Midfield,RB Leipzig U19,-,0,1 Bundesliga,2021,2021/2022,Germany
RB Leipzig,Sidney Raebiger,16,Central Midfield,RB Leipzig U17,-,0,1 Bundesliga,2021,2021/2022,Germany
RB Leipzig,Ademola Lookman,23,Left Winger,Fulham,"End of loanJun 30, 2021",0,1 Bundesliga,2021,2021/2022,Germany
RB Leipzig,Hannes Wolf,22,Attacking Midfield,Bor. M'gladbach,"End of loanJun 30, 2021",0,1 Bundesliga,2021,2021/2022,Germany
RB Leipzig,Marcelo Saracchi,23,Left-Back,Galatasaray,"End of loanJun 30, 2021",0,1 Bundesliga,2021,2021/2022,Germany
Borussia Dortmund,Donyell Malen,22,Centre-Forward,PSV Eindhoven,£27.00m,27,1 Bundesliga,2021,2021/2022,Germany
Borussia Dortmund,Gregor Kobel,23,Goalkeeper,VfB Stuttgart,£13.50m,13.5,1 Bundesliga,2021,2021/2022,Germany
Borussia Dortmund,Souma√Øla Coulibaly,17,Centre-Back,Paris SG U19,free transfer,0,1 Bundesliga,2021,2021/2022,Germany
Borussia Dortmund,Abdoulaye Kamara,16,Defensive Midfield,Paris SG U19,free transfer,0,1 Bundesliga,2021,2021/2022,Germany
Borussia Dortmund,Marin Pongracic,23,Centre-Back,VfL Wolfsburg,loan transfer,0,1 Bundesliga,2021,2021/2022,Germany
Borussia Dortmund,Ansgar Knauff,19,Left Winger,B. Dortmund II,-,0,1 Bundesliga,2021,2021/2022,Germany
Borussia Dortmund,Jeremy Toljan,27,Right-Back,Sassuolo,"End of loanJun 30, 2021",0,1 Bundesliga,2021,2021/2022,Germany
Borussia Dortmund,Marius Wolf,26,Right Winger,1. FC K√∂ln,"End of loanJun 30, 2021",0,1 Bundesliga,2021,2021/2022,Germany
Borussia Dortmund,Immanuel Pherai,20,Attacking Midfield,PEC Zwolle,"End of loanJun 30, 2021",0,1 Bundesliga,2021,2021/2022,Germany
Borussia Dortmund,Sergio G√≥mez,20,Left-Back,SD Huesca,"End of loanJun 30, 2021",0,1 Bundesliga,2021,2021/2022,Germany
Borussia Dortmund,Leonardo Balerdi,22,Centre-Back,Marseille,"End of loanJun 30, 2021",0,1 Bundesliga,2021,2021/2022,Germany
VfL Wolfsburg,Sebastiaan Bornauw,22,Centre-Back,1. FC K√∂ln,£12.15m,12.15,1 Bundesliga,2021,2021/2022,Germany
VfL Wolfsburg,Luca Waldschmidt,25,Second Striker,Benfica,£10.80m,10.8,1 Bundesliga,2021,2021/2022,Germany
VfL Wolfsburg,Aster Vranckx,18,Central Midfield,KV Mechelen,£7.20m,7.2,1 Bundesliga,2021,2021/2022,Germany
VfL Wolfsburg,Lukas Nmecha,22,Centre-Forward,Man City,£7.20m,7.2,1 Bundesliga,2021,2021/2022,Germany
VfL Wolfsburg,Maximilian Philipp,27,Second Striker,Dynamo Moscow,£6.75m,6.75,1 Bundesliga,2021,2021/2022,Germany
VfL Wolfsburg,Micky van de Ven,20,Centre-Back,FC Volendam,£3.15m,3.15,1 Bundesliga,2021,2021/2022,Germany
VfL Wolfsburg,Felix Nmecha,20,Attacking Midfield,Man City U23,free transfer,0,1 Bundesliga,2021,2021/2022,Germany
VfL Wolfsburg,Yun-sang Hong,19,Left Winger,Pohang Steelers,?,0,1 Bundesliga,2021,2021/2022,Germany
VfL Wolfsburg,Dodi Luk√©bakio,23,Right Winger,Hertha BSC,loan transfer,0,1 Bundesliga,2021,2021/2022,Germany
VfL Wolfsburg,Ulysses Llanez,20,Left Winger,Wolfsburg II,-,0,1 Bundesliga,2021,2021/2022,Germany
VfL Wolfsburg,Jannis Lang,19,Centre-Back,Wolfsburg II,-,0,1 Bundesliga,2021,2021/2022,Germany
VfL Wolfsburg,Bryang Kayo,19,Central Midfield,Wolfsburg II,-,0,1 Bundesliga,2021,2021/2022,Germany
VfL Wolfsburg,Philipp Schulze,18,Goalkeeper,Wolfsburg U19,-,0,1 Bundesliga,2021,2021/2022,Germany
VfL Wolfsburg,Dominik Marx,21,Central Midfield,Wolfsburg II,-,0,1 Bundesliga,2021,2021/2022,Germany
VfL Wolfsburg,Marcel Beifus,18,Centre-Back,Wolfsburg II,-,0,1 Bundesliga,2021,2021/2022,Germany
VfL Wolfsburg,Anselmo Garc√≠a McNulty,18,Centre-Back,Wolfsburg U19,-,0,1 Bundesliga,2021,2021/2022,Germany
VfL Wolfsburg,Kobe Hern√°ndez-Foster,19,Left-Back,Wolfsburg U19,-,0,1 Bundesliga,2021,2021/2022,Germany
VfL Wolfsburg,William,26,Right-Back,FC Schalke 04,"End of loanJun 30, 2021",0,1 Bundesliga,2021,2021/2022,Germany
VfL Wolfsburg,Felix Klaus,28,Right Winger,F. D√ºsseldorf,"End of loanJun 30, 2021",0,1 Bundesliga,2021,2021/2022,Germany
VfL Wolfsburg,Omar Marmoush,22,Centre-Forward,FC St. Pauli,"End of loanJun 30, 2021",0,1 Bundesliga,2021,2021/2022,Germany
VfL Wolfsburg,Marvin Stefaniak,26,Attacking Midfield,Dynamo Dresden,"End of loanJun 30, 2021",0,1 Bundesliga,2021,2021/2022,Germany
VfL Wolfsburg,Elvis Rexhbecaj,23,Central Midfield,1. FC K√∂ln,"End of loanJun 30, 2021",0,1 Bundesliga,2021,2021/2022,Germany
Eintracht Frankfurt,Jesper Lindstr√∂m,21,Attacking Midfield,Br√∂ndby IF,£6.30m,6.3,1 Bundesliga,2021,2021/2022,Germany
Eintracht Frankfurt,Igor Matanovic,18,Centre-Forward,FC St. Pauli,£450Th.,0.45,1 Bundesliga,2021,2021/2022,Germany
Eintracht Frankfurt,Jens Grahl,32,Goalkeeper,VfB Stuttgart,£225Th.,0.225,1 Bundesliga,2021,2021/2022,Germany
Eintracht Frankfurt,Rafael Borr√©,25,Centre-Forward,River Plate,free transfer,0,1 Bundesliga,2021,2021/2022,Germany
Eintracht Frankfurt,Fabio Blanco,17,Right Winger,Valencia U19,free transfer,0,1 Bundesliga,2021,2021/2022,Germany
Eintracht Frankfurt,Christopher Lenz,26,Left-Back,Union Berlin,free transfer,0,1 Bundesliga,2021,2021/2022,Germany
Eintracht Frankfurt,Diant Ramaj,19,Goalkeeper,1.FC Heidenheim,?,0,1 Bundesliga,2021,2021/2022,Germany
Eintracht Frankfurt,Enrique Herrero Garc√≠a,16,Centre-Forward,Villarreal Yth.,?,0,1 Bundesliga,2021,2021/2022,Germany
Eintracht Frankfurt,Jens Petter Hauge,21,Left Winger,AC Milan,loan transfer,0,1 Bundesliga,2021,2021/2022,Germany
Eintracht Frankfurt,Kristijan Jakic,24,Defensive Midfield,Dinamo Zagreb,loan transfer,0,1 Bundesliga,2021,2021/2022,Germany
Eintracht Frankfurt,Sam Lammers,24,Centre-Forward,Atalanta BC,loan transfer,0,1 Bundesliga,2021,2021/2022,Germany
Eintracht Frankfurt,Martin Pecar,19,Left Winger,Frankfurt U19,-,0,1 Bundesliga,2021,2021/2022,Germany
Eintracht Frankfurt,Gianluca Sch√§fer,18,Left Winger,Frankfurt U19,-,0,1 Bundesliga,2021,2021/2022,Germany
Eintracht Frankfurt,Jan Schr√∂der,18,Left-Back,Frankfurt U19,-,0,1 Bundesliga,2021,2021/2022,Germany
Eintracht Frankfurt,Danny da Costa,28,Right-Back,1.FSV Mainz 05,"End of loanJun 30, 2021",0,1 Bundesliga,2021,2021/2022,Germany
Eintracht Frankfurt,Frederik R√∂nnow,29,Goalkeeper,FC Schalke 04,"End of loanJun 30, 2021",0,1 Bundesliga,2021,2021/2022,Germany
Eintracht Frankfurt,Gon√ßalo Paci√™ncia,27,Centre-Forward,FC Schalke 04,"End of loanJun 30, 2021",0,1 Bundesliga,2021,2021/2022,Germany
Eintracht Frankfurt,Nils Stendera,20,Central Midfield,Lok Leipzig,"End of loanJun 30, 2021",0,1 Bundesliga,2021,2021/2022,Germany
Eintracht Frankfurt,Dejan Joveljic,22,Centre-Forward,Wolfsberger AC,"End of loanJun 30, 2021",0,1 Bundesliga,2021,2021/2022,Germany
Eintracht Frankfurt,Rodrigo Zalazar,22,Central Midfield,FC St. Pauli,"End of loanJun 30, 2021",0,1 Bundesliga,2021,2021/2022,Germany
Bayer 04 Leverkusen,Odilon Kossounou,20,Centre-Back,Club Brugge,£20.70m,20.7,1 Bundesliga,2021,2021/2022,Germany
Bayer 04 Leverkusen,Amine Adli,21,Second Striker,Toulouse,£6.75m,6.75,1 Bundesliga,2021,2021/2022,Germany
Bayer 04 Leverkusen,Mitchel Bakker,21,Left-Back,Paris SG,£6.30m,6.3,1 Bundesliga,2021,2021/2022,Germany
Bayer 04 Leverkusen,Robert Andrich,26,Central Midfield,Union Berlin,£5.85m,5.85,1 Bundesliga,2021,2021/2022,Germany
Bayer 04 Leverkusen,Piero Hincapi√©,19,Centre-Back,CA Talleres,£5.72m,5.72,1 Bundesliga,2021,2021/2022,Germany
Bayer 04 Leverkusen,Zidan Sertdemir,16,Central Midfield,Nordsjaell. U19,£2.25m,2.25,1 Bundesliga,2021,2021/2022,Germany
Bayer 04 Leverkusen,Andrey Lunev,29,Goalkeeper,Zenit S-Pb,free transfer,0,1 Bundesliga,2021,2021/2022,Germany
Bayer 04 Leverkusen,Yannik Schl√∂√üer,19,Right Winger,Leverkusen U19,-,0,1 Bundesliga,2021,2021/2022,Germany
Bayer 04 Leverkusen,Panagiotis Retsos,23,Centre-Back,Saint-√âtienne,"End of loanJun 30, 2021",0,1 Bundesliga,2021,2021/2022,Germany
Bayer 04 Leverkusen,Joel Pohjanpalo,26,Centre-Forward,Union Berlin,"End of loanJun 30, 2021",0,1 Bundesliga,2021,2021/2022,Germany
1.FC Union Berlin,Taiwo Awoniyi,24,Centre-Forward,Liverpool,£5.85m,5.85,1 Bundesliga,2021,2021/2022,Germany
1.FC Union Berlin,Tymoteusz Puchacz,22,Left-Back,Lech Poznan,£2.25m,2.25,1 Bundesliga,2021,2021/2022,Germany
1.FC Union Berlin,Leon Dajaku,20,Second Striker,FC Bayern II,£900Th.,0.9,1 Bundesliga,2021,2021/2022,Germany
1.FC Union Berlin,Kevin M√∂hwald,28,Central Midfield,Werder Bremen,£900Th.,0.9,1 Bundesliga,2021,2021/2022,Germany
1.FC Union Berlin,Frederik R√∂nnow,29,Goalkeeper,E. Frankfurt,£900Th.,0.9,1 Bundesliga,2021,2021/2022,Germany
1.FC Union Berlin,Keita Endo,23,Left Winger,Yokohama F. M.,£810Th.,0.81,1 Bundesliga,2021,2021/2022,Germany
1.FC Union Berlin,Julius Kade,22,Central Midfield,Dynamo Dresden,£450Th.,0.45,1 Bundesliga,2021,2021/2022,Germany
1.FC Union Berlin,Rick van Drongelen,22,Centre-Back,Hamburger SV,£450Th.,0.45,1 Bundesliga,2021,2021/2022,Germany
1.FC Union Berlin,Andreas Voglsammer,29,Centre-Forward,Arm. Bielefeld,free transfer,0,1 Bundesliga,2021,2021/2022,Germany
1.FC Union Berlin,Pawel Wszolek,29,Right Winger,Legia Warszawa,free transfer,0,1 Bundesliga,2021,2021/2022,Germany
1.FC Union Berlin,Kevin Behrens,30,Centre-Forward,SV Sandhausen,free transfer,0,1 Bundesliga,2021,2021/2022,Germany
1.FC Union Berlin,Bastian Oczipka,32,Left-Back,FC Schalke 04,free transfer,0,1 Bundesliga,2021,2021/2022,Germany
1.FC Union Berlin,Levin √ñztunali,25,Central Midfield,1.FSV Mainz 05,free transfer,0,1 Bundesliga,2021,2021/2022,Germany
1.FC Union Berlin,Paul Jaeckel,23,Centre-Back,Greuther F√ºrth,free transfer,0,1 Bundesliga,2021,2021/2022,Germany
1.FC Union Berlin,Rani Khedira,27,Defensive Midfield,FC Augsburg,free transfer,0,1 Bundesliga,2021,2021/2022,Germany
1.FC Union Berlin,Genki Haraguchi,30,Attacking Midfield,Hannover 96,free transfer,0,1 Bundesliga,2021,2021/2022,Germany
1.FC Union Berlin,Timo Baumgartl,25,Centre-Back,PSV Eindhoven,loan transfer,0,1 Bundesliga,2021,2021/2022,Germany
1.FC Union Berlin,Mathis Bruns,17,Centre-Back,U. Berlin U17,-,0,1 Bundesliga,2021,2021/2022,Germany
1.FC Union Berlin,Laurenz Dehl,19,Attacking Midfield,Hallescher FC,"End of loanJun 30, 2021",0,1 Bundesliga,2021,2021/2022,Germany
1.FC Union Berlin,Nicolai Rapp,24,Defensive Midfield,SV Darmstadt 98,"End of loanJun 30, 2021",0,1 Bundesliga,2021,2021/2022,Germany
1.FC Union Berlin,Suleiman Abdullahi,24,Centre-Forward,E. Braunschweig,"End of loanJun 30, 2021",0,1 Bundesliga,2021,2021/2022,Germany
Borussia M√∂nchengladbach,Hannes Wolf,22,Attacking Midfield,RB Leipzig,£8.55m,8.55,1 Bundesliga,2021,2021/2022,Germany
Borussia M√∂nchengladbach,Luca Netz,18,Left-Back,Hertha BSC,£3.60m,3.6,1 Bundesliga,2021,2021/2022,Germany
Borussia M√∂nchengladbach,Jonas Kersken,21,Goalkeeper,M'gladbach II,-,0,1 Bundesliga,2021,2021/2022,Germany
Borussia M√∂nchengladbach,Conor No√ü,20,Second Striker,M'gladbach II,-,0,1 Bundesliga,2021,2021/2022,Germany
Borussia M√∂nchengladbach,Andreas Poulsen,21,Left-Back,Austria Vienna,"End of loanJun 30, 2021",0,1 Bundesliga,2021,2021/2022,Germany
Borussia M√∂nchengladbach,L√°szlo B√©nes,23,Central Midfield,FC Augsburg,"End of loanJun 30, 2021",0,1 Bundesliga,2021,2021/2022,Germany
Borussia M√∂nchengladbach,Manu Kon√©,20,Central Midfield,Toulouse,"End of loanJun 30, 2021",0,1 Bundesliga,2021,2021/2022,Germany
Borussia M√∂nchengladbach,Keanan Bennetts,22,Left Midfield,Ipswich,"End of loanJun 30, 2021",0,1 Bundesliga,2021,2021/2022,Germany
Borussia M√∂nchengladbach,Moritz Nicolas,23,Goalkeeper,VfL Osnabr√ºck,"End of loanJun 30, 2021",0,1 Bundesliga,2021,2021/2022,Germany
VfB Stuttgart,Florian M√ºller,23,Goalkeeper,1.FSV Mainz 05,£4.50m,4.5,1 Bundesliga,2021,2021/2022,Germany
VfB Stuttgart,Wahid Faghir,18,Centre-Forward,Vejle BK,£4.05m,4.05,1 Bundesliga,2021,2021/2022,Germany
VfB Stuttgart,Chris F√ºhrich,23,Right Winger,SC Paderborn,£2.25m,2.25,1 Bundesliga,2021,2021/2022,Germany
VfB Stuttgart,Enzo Millot,19,Central Midfield,Monaco,£1.58m,1.58,1 Bundesliga,2021,2021/2022,Germany
VfB Stuttgart,Naouirou Ahamada,19,Defensive Midfield,Juventus U23,£1.35m,1.35,1 Bundesliga,2021,2021/2022,Germany
VfB Stuttgart,Hiroki Ito,22,Centre-Back,J√∫bilo Iwata,Loan fee:£90Th.,0.09,1 Bundesliga,2021,2021/2022,Germany
VfB Stuttgart,√ñmer Beyaz,18,Attacking Midfield,Fenerbahce,free transfer,0,1 Bundesliga,2021,2021/2022,Germany
VfB Stuttgart,Omar Marmoush,22,Centre-Forward,VfL Wolfsburg,loan transfer,0,1 Bundesliga,2021,2021/2022,Germany
VfB Stuttgart,Mohamed Sankoh,17,Centre-Forward,Stuttgart II,-,0,1 Bundesliga,2021,2021/2022,Germany
VfB Stuttgart,Pablo Maffeo,24,Right-Back,SD Huesca,"End of loanJun 30, 2021",0,1 Bundesliga,2021,2021/2022,Germany
VfB Stuttgart,Maxime Awoudja,23,Centre-Back,T√ºrkg√ºc√º M√ºnch.,"End of loanJun 30, 2021",0,1 Bundesliga,2021,2021/2022,Germany
VfB Stuttgart,Nikolas Nartey,21,Central Midfield,SV Sandhausen,"End of loanJun 30, 2021",0,1 Bundesliga,2021,2021/2022,Germany
SC Freiburg,Maximilian Eggestein,24,Central Midfield,Werder Bremen,£4.50m,4.5,1 Bundesliga,2021,2021/2022,Germany
SC Freiburg,Kevin Schade,19,Right Winger,SC Freiburg II,-,0,1 Bundesliga,2021,2021/2022,Germany
SC Freiburg,Kimberly Ezekwem,20,Centre-Back,SC Freiburg II,-,0,1 Bundesliga,2021,2021/2022,Germany
SC Freiburg,Kiliann Sildillia,19,Centre-Back,SC Freiburg II,-,0,1 Bundesliga,2021,2021/2022,Germany
SC Freiburg,Noah Wei√ühaupt,19,Left Midfield,SC Freiburg II,-,0,1 Bundesliga,2021,2021/2022,Germany
SC Freiburg,Nishan Burkart,21,Centre-Forward,SC Freiburg II,-,0,1 Bundesliga,2021,2021/2022,Germany
SC Freiburg,Noah Atubolu,19,Goalkeeper,SC Freiburg II,-,0,1 Bundesliga,2021,2021/2022,Germany
SC Freiburg,Chima Okoroji,24,Left-Back,SC Paderborn,"End of loanJun 30, 2021",0,1 Bundesliga,2021,2021/2022,Germany
SC Freiburg,Nico Schlotterbeck,21,Centre-Back,Union Berlin,"End of loanJun 30, 2021",0,1 Bundesliga,2021,2021/2022,Germany
SC Freiburg,Brandon Borrello,26,Right Winger,F. D√ºsseldorf,"End of loanJun 30, 2021",0,1 Bundesliga,2021,2021/2022,Germany
SC Freiburg,Florian Kath,26,Left Winger,1.FC Magdeburg,"End of loanJun 30, 2021",0,1 Bundesliga,2021,2021/2022,Germany
SC Freiburg,Amir Abrashi,31,Defensive Midfield,FC Basel,"End of loanJun 30, 2021",0,1 Bundesliga,2021,2021/2022,Germany
SC Freiburg,Patrick Kammerbauer,24,Defensive Midfield,E. Braunschweig,"End of loanJun 30, 2021",0,1 Bundesliga,2021,2021/2022,Germany
TSG 1899 Hoffenheim,David Raum,23,Left-Back,Greuther F√ºrth,free transfer,0,1 Bundesliga,2021,2021/2022,Germany
TSG 1899 Hoffenheim,Angelo Stiller,20,Defensive Midfield,FC Bayern II,free transfer,0,1 Bundesliga,2021,2021/2022,Germany
TSG 1899 Hoffenheim,Sebastian Rudy,31,Defensive Midfield,FC Schalke 04,free transfer,0,1 Bundesliga,2021,2021/2022,Germany
TSG 1899 Hoffenheim,Chris Richards,21,Centre-Back,FC Bayern,loan transfer,0,1 Bundesliga,2021,2021/2022,Germany
TSG 1899 Hoffenheim,Tom Bischof,16,Central Midfield,Hoffenheim U17,-,0,1 Bundesliga,2021,2021/2022,Germany
TSG 1899 Hoffenheim,Nahuel Noll,18,Goalkeeper,Hoffenheim U19,-,0,1 Bundesliga,2021,2021/2022,Germany
TSG 1899 Hoffenheim,Jacob Bruun Larsen,22,Left Winger,RSC Anderlecht,"End of loanJun 30, 2021",0,1 Bundesliga,2021,2021/2022,Germany
TSG 1899 Hoffenheim,Ilay Elmkies,21,Central Midfield,ADO Den Haag,"End of loanJun 30, 2021",0,1 Bundesliga,2021,2021/2022,Germany
TSG 1899 Hoffenheim,Justin Hoogma,23,Centre-Back,FC Utrecht,"End of loanJun 30, 2021",0,1 Bundesliga,2021,2021/2022,Germany
1.FSV Mainz 05,Anton Stach,22,Defensive Midfield,Greuther F√ºrth,£3.15m,3.15,1 Bundesliga,2021,2021/2022,Germany
1.FSV Mainz 05,Silvan Widmer,28,Right-Back,FC Basel,£2.25m,2.25,1 Bundesliga,2021,2021/2022,Germany
1.FSV Mainz 05,Marcus Ingvartsen,25,Centre-Forward,Union Berlin,Loan fee:£540Th.,0.54,1 Bundesliga,2021,2021/2022,Germany
1.FSV Mainz 05,Jae-sung Lee,29,Attacking Midfield,Holstein Kiel,free transfer,0,1 Bundesliga,2021,2021/2022,Germany
1.FSV Mainz 05,Anderson Lucoqui,24,Left-Back,Arm. Bielefeld,free transfer,0,1 Bundesliga,2021,2021/2022,Germany
1.FSV Mainz 05,Lasse Rie√ü,20,Goalkeeper,FSV Mainz 05 II,-,0,1 Bundesliga,2021,2021/2022,Germany
1.FSV Mainz 05,David Nemeth,20,Centre-Back,FSV Mainz 05 II,-,0,1 Bundesliga,2021,2021/2022,Germany
1.FSV Mainz 05,Dong-won Ji,30,Centre-Forward,E. Braunschweig,"End of loanJun 30, 2021",0,1 Bundesliga,2021,2021/2022,Germany
1.FSV Mainz 05,Issah Abass,22,Centre-Forward,Twente FC,"End of loanJun 30, 2021",0,1 Bundesliga,2021,2021/2022,Germany
1.FSV Mainz 05,Aar√≥n Mart√≠n,24,Left-Back,Celta de Vigo,"End of loanJun 30, 2021",0,1 Bundesliga,2021,2021/2022,Germany
1.FSV Mainz 05,Florian M√ºller,23,Goalkeeper,SC Freiburg,"End of loanJun 30, 2021",0,1 Bundesliga,2021,2021/2022,Germany
1.FSV Mainz 05,Jonathan Meier,21,Left-Back,Dynamo Dresden,"End of loanJun 30, 2021",0,1 Bundesliga,2021,2021/2022,Germany
FC Augsburg,Niklas Dorsch,23,Defensive Midfield,KAA Gent,£6.30m,6.3,1 Bundesliga,2021,2021/2022,Germany
FC Augsburg,Arne Maier,22,Central Midfield,Hertha BSC,Loan fee:£450Th.,0.45,1 Bundesliga,2021,2021/2022,Germany
FC Augsburg,Daniel Klein,20,Goalkeeper,Hoffenheim II,£180Th.,0.18,1 Bundesliga,2021,2021/2022,Germany
FC Augsburg,Lasse G√ºnther,18,Right Winger,FC Bayern U19,free transfer,0,1 Bundesliga,2021,2021/2022,Germany
FC Augsburg,Andi Zeqiri,22,Centre-Forward,Brighton,loan transfer,0,1 Bundesliga,2021,2021/2022,Germany
FC Augsburg,Lukas Petkov,20,Central Midfield,FC Augsburg II,-,0,1 Bundesliga,2021,2021/2022,Germany
FC Augsburg,Tim Civeja,19,Central Midfield,FC Augsburg II,-,0,1 Bundesliga,2021,2021/2022,Germany
FC Augsburg,Maurice Malone,21,Left Midfield,Wehen Wiesbaden,"End of loanJun 30, 2021",0,1 Bundesliga,2021,2021/2022,Germany
FC Augsburg,Frederik Winther,20,Centre-Back,Lyngby BK,"End of loanJun 30, 2021",0,1 Bundesliga,2021,2021/2022,Germany
FC Augsburg,Jozo Stanic,22,Right-Back,FSV Zwickau,"End of loanJun 30, 2021",0,1 Bundesliga,2021,2021/2022,Germany
FC Augsburg,Kevin Danso,22,Centre-Back,F. D√ºsseldorf,"End of loanJun 30, 2021",0,1 Bundesliga,2021,2021/2022,Germany
FC Augsburg,Sergio C√≥rdova,24,Centre-Forward,Arm. Bielefeld,"End of loanJun 30, 2021",0,1 Bundesliga,2021,2021/2022,Germany
Hertha BSC,Suat Serdar,24,Central Midfield,FC Schalke 04,£7.20m,7.2,1 Bundesliga,2021,2021/2022,Germany
Hertha BSC,Marco Richter,23,Right Winger,FC Augsburg,£6.39m,6.39,1 Bundesliga,2021,2021/2022,Germany
Hertha BSC,Myziane Maolida,22,Left Winger,OGC Nice,£3.60m,3.6,1 Bundesliga,2021,2021/2022,Germany
Hertha BSC,Jurgen Ekkelenkamp,21,Central Midfield,Ajax,£2.70m,2.7,1 Bundesliga,2021,2021/2022,Germany
Hertha BSC,Ishak Belfodil,29,Centre-Forward,TSG Hoffenheim,£450Th.,0.45,1 Bundesliga,2021,2021/2022,Germany
Hertha BSC,Kevin-Prince Boateng,34,Attacking Midfield,Monza,free transfer,0,1 Bundesliga,2021,2021/2022,Germany
Hertha BSC,Stevan Jovetic,31,Centre-Forward,Monaco,free transfer,0,1 Bundesliga,2021,2021/2022,Germany
Hertha BSC,Oliver Christensen,22,Goalkeeper,Odense BK,?,0,1 Bundesliga,2021,2021/2022,Germany
