club_name,player_name,age,position,club_involved_name,fee,fee_cleaned,league_name,year,season,Country
RC Lens,Przemyslaw Frankowski,26,Right Winger,Chicago Fire,£2.07m,2.07,Ligue 1,2021,2021/2022,France
RC Lens,Deiver Machado,27,Left-Back,Toulouse,£1.62m,1.62,Ligue 1,2021,2021/2022,France
RC Lens,Wuilker Fari√±ez,23,Goalkeeper,Millonarios,£1.35m,1.35,Ligue 1,2021,2021/2022,France
RC Lens,Valentino Lesieur,18,Goalkeeper,FC Nantes U19,free transfer,0,Ligue 1,2021,2021/2022,France
RC Lens,Christopher Wooh,19,Centre-Back,AS Nancy,free transfer,0,Ligue 1,2021,2021/2022,France
RC Lens,Wesley Sa√Ød,26,Left Winger,Toulouse,free transfer,0,Ligue 1,2021,2021/2022,France
RC Lens,Mamadou Camara,18,Central Midfield,Sacr√©-C≈ìur,?,0,Ligue 1,2021,2021/2022,France
RC Lens,Arnaud Kalimuendo,19,Centre-Forward,Paris SG,loan transfer,0,Ligue 1,2021,2021/2022,France
RC Lens,Ibrahima Bald√©,18,Centre-Forward,RC Lens B,-,0,Ligue 1,2021,2021/2022,France
RC Lens,Boubakar Camara,20,Right Winger,RC Lens B,-,0,Ligue 1,2021,2021/2022,France
RC Lens,Jonathan Varane,19,Central Midfield,RC Lens B,-,0,Ligue 1,2021,2021/2022,France
RC Lens,Charles Boli,23,Central Midfield,Paris FC,"End of loanJun 30, 2021",0,Ligue 1,2021,2021/2022,France
RC Lens,Jules Keita,23,Left Winger,CSKA-Sofia,"End of loanJun 30, 2021",0,Ligue 1,2021,2021/2022,France
RC Lens,Thomas Vincensini,27,Goalkeeper,SC Bastia,"End of loanJun 30, 2021",0,Ligue 1,2021,2021/2022,France
RC Lens,Valentin Belon,26,Goalkeeper,Stade Lavallois,"End of loanJun 30, 2021",0,Ligue 1,2021,2021/2022,France
Montpellier HSC,Thuler,22,Centre-Back,Flamengo,Loan fee:£180Th.,0.18,Ligue 1,2021,2021/2022,France
Montpellier HSC,Mamadou Sakho,31,Centre-Back,Crystal Palace,free transfer,0,Ligue 1,2021,2021/2022,France
Montpellier HSC,L√©o Leroy,21,Central Midfield,LB Ch√¢teauroux,free transfer,0,Ligue 1,2021,2021/2022,France
Montpellier HSC,Val√®re Germain,31,Centre-Forward,Marseille,free transfer,0,Ligue 1,2021,2021/2022,France
Montpellier HSC,Nicholas Gioacchini,21,Centre-Forward,SM Caen,loan transfer,0,Ligue 1,2021,2021/2022,France
Montpellier HSC,Yanis Guermouche,20,Centre-Forward,Montpellier B,-,0,Ligue 1,2021,2021/2022,France
Montpellier HSC,Thibaut Vargas,21,Right-Back,LB Ch√¢teauroux,"End of loanJun 30, 2021",0,Ligue 1,2021,2021/2022,France
Montpellier HSC,Bastian Badu,21,Centre-Forward,FC Chambly,"End of loanJun 30, 2021",0,Ligue 1,2021,2021/2022,France
Montpellier HSC,Kylian Ka√Øbou√©,23,Left-Back,FC S√®te 34,"End of loanJun 30, 2021",0,Ligue 1,2021,2021/2022,France
OGC Nice,Calvin Stengs,22,Right Winger,AZ Alkmaar,£13.50m,13.5,Ligue 1,2021,2021/2022,France
OGC Nice,Andy Delort,29,Centre-Forward,Montpellier,£9.00m,9,Ligue 1,2021,2021/2022,France
OGC Nice,Jean-Clair Todibo,21,Centre-Back,Barcelona,£7.65m,7.65,Ligue 1,2021,2021/2022,France
OGC Nice,Pablo Rosario,24,Defensive Midfield,PSV Eindhoven,£5.40m,5.4,Ligue 1,2021,2021/2022,France
OGC Nice,Mario Lemina,28,Defensive Midfield,Southampton,£4.95m,4.95,Ligue 1,2021,2021/2022,France
OGC Nice,Melvin Bard,20,Left-Back,Olympique Lyon,£2.70m,2.7,Ligue 1,2021,2021/2022,France
OGC Nice,Jean N'Guessan,18,Central Midfield,RC Abidjan,?,0,Ligue 1,2021,2021/2022,France
OGC Nice,Justin Kluivert,22,Left Winger,AS Roma,loan transfer,0,Ligue 1,2021,2021/2022,France
